Class,Text,ID
Extract Method,"Cannot use <SslContext> tag in blueprint configuration Couldn't use the <SslContext> tag in blueprint configuration: setting a string attribute of the SslContext element resulted in the error ""Cannot convert String to Spring Resource type"" when I tried to use it in a blueprint file. It turns out that the Java source defines the property to be of Spring Resource type not String.Pulling the Resource type out of the api and pushing it into the implementations will keep the schema String type matching the api which is more natural and will work easily with blueprint.",5201
Rename Method,"Implement ""exactly once"" delivery with kahaDB and XA in the event of a failure post prepare With XA 2PC a camel route jms 'to' jdbc should ensure exactly once delivery to jdbc. In the event of a failure after prepare where commit to jdbc is done the jms message must remain with a pending ack till the commit outcome is relayed from the transaction manager.Current versions of geronimo will correctly retry the commit in a timer thread so activemq eventually gets the commit outcome after recovery. (btw: it looks like howl will not persist a commit outcome per NamedXAResource so after a failure of the TM it may consier the transaction completed and the message may still be pending need to check that!)At the moment ActiveMQ does a heuristic rollback after recovery which leads to message redelivery in error.With the fix an acked message remains pending awaiting the outcome. On commit the message is acked. On rollback the message is available for redelivery.",5202
Extract Method,Broker does not check for expired persistent topic msgs. When using topics with durable subscriptions where subscribers disconnect for a while there is no task that checks for expired messages on the durable subscription.In case where subscribers are disconnected for hours and message are still sent with a TTL it may happen that either the producer gets blocked (in case of flow control) or the broker runs out of persistent storage (no flow control) just because of msgs that are already expired.Similar to queues there should be a periodic task that checks for expired msgs on durable topic subs. This task should also be configurable using a property similar to [expireMessagesPeriod|http://activemq.apache.org/per-destination-policies.html].,5204
Rename Method,Make use of remote port in Connection MBeanNames optional useful when ephemeral range cycles quickly With fast connection close/creation (like stomp) the client side ephemeral port range can result in duplicate mbean names when close is async. Potential of failed mbean registration due to port reuse.{code}DEBUG ManagedTransportConnection - Failure reason: javax.management.InstanceAlreadyExistsException: org.apache.activemq:BrokerName=XXXXXXType=ConnectionConnectorName=stompViewType=addressName=/X.X.X.X_52170{code}Make the registration of an address type mbean configurable so that this case can be avoided. In the main it is handy to see the remote address in the mbean name so the default should be to use the remote port. Just the client Id (which default to the connection id will be used in the mbean name) when use of remote port is not allowed.,5205
Extract Method,Provide the ability for the RA to be given an existing ConnectionFactory If the RA could be given an existing ConnectionFactory the same connection factory could be reused for inbound and outbound messaging without requiring two different factories to be created.,5206
Extract Method,Enhance HTTP transport to support wire level Compression using GZip Provide a means of enabling HTTP compression using GZip for data sent and received over the HTTP and HTTPS transports. The is separate functionality form the Message level compression that can be used to compress only the Message body when configuring ActiveMQConnectionFactory.setUseCompression. The Http transport level compression would be enabled via a URI option such as:{noformat}http://localhost:8161?transport.useCompression=true{noformat},5207
Extract Method,STOMP 1.1 introduced the heartBeat header implemented by the inactivity monitor would be nice to have this option for stomp 1.0 Stomp 1.0 does not provide for an inactivity monitor. A client connect that stays idle will remain active on the broker indefinitely. With 1.1 the inactivity monitor has come into play in response to the heartBeat header. For 1.0 clients we need a way to indicate that there is a default heartBeat header so a broker readTimeout and no expectation of a writeTimeout.Providing a transport option for stomp like {{stomp://0.0.0.0:0?transport.defaultHeartBeat=50000}} would be nice. In the absence of a heartbeat header as in the stomp 1.0 case this default value would cause an InactivityMonitor with readCheck of 500 to be installed on each new broker stomp transport connection.Any client that remains inactive for more than 5 seconds will have their broker connection closed.,5208
Move Method,"Revert the Oracle jdbc adapter to a variant of the default jdbc adapter in place of the one supporting blobs The blob support does non atomic updates on a message add and is a little inefficient due to the need to insert and update the blob. With the latest ojdbc6.jar oracle drivers blobs can be used under the hood so the default jdbc adapter can work with oracle.Currently the following configuration will achieve this:{code}<persistenceAdapter><jdbcPersistenceAdapter dataSource=""#oracle-ds""><adapter><defaultJDBCAdapter><statements><statements longDataType=""NUMBER"" sequenceDataType=""NUMBER"" /></statements></defaultJDBCAdapter></adapter></jdbcPersistenceAdapter></persistenceAdapter>{code} where oracle-ds is a bean:{code}<bean id=""oracle-ds"" class=""org.apache.commons.dbcp.BasicDataSource"" destroy-method=""close""><property name=""driverClassName"" value=""oracle.jdbc.OracleDriver"" /><property name=""url"" value=""jdbc:oracle:thin:@localhost:1521:amq"" /><property name=""username"" value=""user"" /><property name=""password"" value=""pass"" /></bean>{code}This enhancement will make the Oracle adapter behave like this by default such that the following configuration will work{code}<jdbcPersistenceAdapter dataSource=""#oracle-ds"" />{code} and will not manipulate blobs directly.If blob support is necessary for backward compatibility for earlier drivers the blob adapter can be specified using the {{adapter}} element:{code}<persistenceAdapter><jdbcPersistenceAdapter dataSource=""#oracle-ds""><adapter><oracleBlobJDBCAdapter /></adapter></jdbcPersistenceAdapter></persistenceAdapter>{code}",5209
Extract Method,"Slave broker cannot be stopped in a JDBC Master/Slave configuration within OSGi A Blueprint container cannot be stopped while it is in the state ""Creating"" because both operations are synchronized in BlueprintContainerImpl.The impact is that a slave broker cannot be stopped. Fortunately before the broker itself is stopped first the OSGi services are unregistered which calls the configured OSGi unregistration listeners.This patch provides a class which is a OSGi service unregistration listener to allow to stop the database locker while it is blocked in the ""Creating"" state.",5210
Extract Method,"Failover transport: support priority urls In some use cases it's important to detect that ""local"" broker is available and force reconnecting to it.For example if we have url like{code}failover:(tcp://local:61616tcp://remote:61616)?priorityBackup=true{code}should try to backup ""local"" transport until it's ready and reconnect there when available.By default only the first url is considered ""priority"". If you want to further tune what urls are considered prioritized you can use something like{code}failover:(tcp://local1:61616tcp://local2:61616tcp://remote:61616)?priorityBackup=true&priorityURIs=tcp://local1:61616tcp://local2:61616{code}",5212
Inline Method,Dynamic Failover Sends Clients Resolved Host Names HelloWhen using dynamic failover the broker appears to resolve its transport connectors IP address to an available host which is then returned client and not the IP address. There are cases where it is desirable to have the IP address sent to the clients and not a resolved host.Having the broker return the exact address as it is shown in the transport configuration to dynamically configure clients is desirable.ThanksScott EShttp://fusesource.com,5213
Extract Method,Support doing non-blocking sends that uses an async callback that gets notified when the send has been received by the broker ,5214
Extract Method,add pluggable Policy which is fired in a background Timer to detect slow consumers for non-durable topics and kill them (maybe with a pre-warning of being slow a little before being killed) ,5215
Extract Method,useCompression on server side specially on network of brokers For WAN connections network of brokers needs to utilize bandwidth that's why if compression can be entered on server side this can be very usefull option.,5216
Extract Method,Output version number in started log line to be consistent AMQ logs when its starting and later when it has started. Only the 1st log line has the version number. It would be good to have the version number in the 2nd line as well.{code}[ main] BrokerService INFO ActiveMQ 5.6.0 JMS Message Broker (mybroker) is starting[ main] BrokerService INFO For help or more information please see: http://activemq.apache.org/[ JMX connector] ManagementContext INFO JMX consoles can connect to service:jmx:rmi:///jndi/rmi://localhost:1099/jmxrmi[ main] TransportServerThreadSupport INFO Listening for connections at: tcp://127.0.0.1:61616[ main] TransportConnector INFO Connector tcp://localhost:61616 Started[ main] BrokerService INFO ActiveMQ JMS Message Broker (mybroker ID:davsclaus.lan-54124-1345820752143-0:1) started{code}And for stopping the broker the version number is no longer included. That would be good to have to be consistent.{code}[ ActiveMQ ShutdownHook] BrokerService INFO ActiveMQ Message Broker (mybroker ID:davsclaus.lan-54124-1345820752143-0:1) is shutting down[cp://localhost/127.0.0.1:61616] FailoverTransport WARN Transport (tcp://127.0.0.1:61616) failed reason: java.io.EOFException attempting to automatically reconnect[cp://localhost/127.0.0.1:61616] FailoverTransport WARN Transport (tcp://127.0.0.1:61616) failed reason: java.io.EOFException attempting to automatically reconnect[cp://localhost/127.0.0.1:61616] FailoverTransport WARN Transport (tcp://127.0.0.1:61616) failed reason: java.io.EOFException attempting to automatically reconnect[cp://localhost/127.0.0.1:61616] FailoverTransport WARN Transport (tcp://127.0.0.1:61616) failed reason: java.io.EOFException attempting to automatically reconnect[ ActiveMQ ShutdownHook] TransportConnector INFO Connector tcp://localhost:61616 Stopped[cp://localhost/127.0.0.1:61616] FailoverTransport WARN Transport (tcp://127.0.0.1:61616) failed reason: java.io.EOFException attempting to automatically reconnect[ ActiveMQ ShutdownHook] BrokerService INFO ActiveMQ JMS Message Broker (mybroker ID:davsclaus.lan-54124-1345820752143-0:1) stopped{code},5219
Extract Method,Refactor IntrospectionSupport to avoid using java bean property editors Java bean property editors is slow and not thread safe to use. We at Apache Camel has removed its usage in the Camel type converter system.We should do the same in ActiveMQ. There is only a number of default converters needed that is fairly easy to implement by hand (eg String <-> Numbers Booleans etc.). This fixes some other issues with AMQ causing memory leaks in dynamic environments where you may run multiple brokers or hot deploy brokers.,5221
Extract Method,Make better use of commons-pool in activemq-pool Currently activemq-pool uses only a tiny portion of the functionality that's available in commons-pool opting instead to reinvent a lot of things that now exists there such as keyed object pools. We can refactor the current codebase to better use common-pool. This allows for easily adding features like enabling async checks for Connections that have idled out and removing them from the pool as well as adding more diagnostic methods to our API and using a well tested pooling backend instead of our own custom code.,5222
Rename Method,Job Scheduler Store Growth is Unrestricted When using scheduled delivery it is possible to grow the job scheduler store indefinitely. As no quota can be set on the size of this store a malfunctioning malicious or prodigious producer can easily consume all available storage with scheduled messages without any alerts being raised by the broker. If the operators do not have disk space monitoring in place outside of the broker the broker can become innoperable without warning.Provide a mechanism to set a usage quota for the job scheduler store. The mechanism should conform to the current resource quota model provided by SystemUsage as well as provide monitoring through JMX.I have attached a basic patch to add management enforcement and configurability to the size of the job scheduler data store. Any guidance on things I missed or did not account for would be greatly appreciated.While testing the size reporting in JMX I noticed that the he Kaha persistence adapter seems to calculate its size differently than the job scheduler store. It appears that the job scheduler store is reporting the size of the data files and index while the Kaha persistence adapter is only reporting the size of the data files. What is the reason for this difference? I noticed the difference because the broker was reporting a 33% usage of the job scheduler store (100MB limit) immediately on a clean broker startup.,5223
Extract Method,Use hawtbuf in activemq-client to make message properties and MapMessage body unmarshal more lazy Message properties and MapMessage body already use a lazy unmarshal strategy. We can use hawtbuf UTF8Buffer objects to unmarshal the bytes of a string properties or map value and only do the UTF-8 decode back to a String instance when needed. In some contrived test cases I was able to get an extra 100 msgs/sec through my consumers when they only read out a portion of the payload of large MapMessage instance.,5225
Rename Method,"PooledConnectionFactory should track Session checkouts and close associated resources When the user's code closes a Connection checked out from the pool I would expect activemq-pool to close Sessions MessageConsumers and MessageProducers that were created from it. Unfortunately activemq-pool only cleans up Sessions on Connection.close() when no one else is referencing the Connection (referenceCount == 0). This makes Sessions Consumers and Producers outlive the code that actually uses them thus leading to increased resource consumption and messages being trapped in prefetch buffers that are no longer monitored.Instead we should keep track of the Sessions that were created from each specific Connection checkout and close them when the borrowed Connection is closed.Otherwise we bump into situations like [SPR-10092|https://jira.springsource.org/browse/SPR-10092] when using Spring's DefaultMessageListenerContainer. In some cases DMLC ""forgets"" to explicitly close MessageConsumers and Sessions even though Connections are always closed but the pool doesn't take care of cleaning up associated sessions.",5226
Extract Method,JMX ObjectNames do not follow JMX Best practices to use a Hierarchical format The Current JMX ObjectNames result in a disjointed view from JConsole of the managed objects and services of the ActiveMQ Broker. By following best practices it will be easier to find and monitor all the endpoints associated with a Destination - for example.,5227
Extract Method,Messages with AMQ_SCHEDULED_DELAY do not respect transactions Currently delayed messages are delivered even if the session it was sent in is rolled back. According to http://activemq.2283324.n4.nabble.com/AMQ-SCHEDULED-DELAY-and-transactional-boundaries-td4658339.html this is because the message can be delivered far in the future and the transaction would take to long.I don't agree with that argument. The transaction can be short living. It is only the enqueuing of the delayed message in the broker that has to be part of the transaction. The delivery to the consumer is not part of the transaction anymore.e.g. consider the scenario in the following preudo code:while (application_runs)try{msg = session.Receive();session.SendDelayed(anotherMessage);if (random(5) != 0) throw exception;session.Commit();} catch { session.Rollback; }Currently a delayed message is sent for each retry. So we will get a lot more messages in the future as we would expect. When delayed messages would respect transactions just the successful ones would be enqueued. The other ones are rolledback with the transaction.,5228
Extract Method,"Broker-based redelivery plugin - support for maximumRedeliveries=""-1"" It'd be great if the RedeliveryPlugin would allow a policy configuration with maximumRedeliveries=""-1""",5229
Extract Method,Allow XAPooledConnectionFactory to be used from ee ( implement ObjectFactory [Queue|Topic]ConnectionFactory To easily bind a connection factory that is aware of the containers transaction manager(tm) the use of javax.naming ObjectFactory comes in handy.This allows the connection factory to create instances from a jndi lookup.Having the tm resolved from jndi at runtime makes sense to avoid wiring dependencies.Having the XAPooledConnectionFactory implement the ee type Queue and Topic connection factory interfaces makes such a factory useable.,5230
Extract Method,Expired Message check being done when its not really needed [Performance Issue] There are cases now where we are checking for expired Messages and DLQ'ing then and sending advisories when we don't really need to. One example is on destroy of a TempQueue we call purge in Queue which will end up removing all messages for the sake of freeing up their MemoryUsage but we end up processing expired Messages in this case which doesn't make a lot of sense since the destination is going away. More generally a do we really want to process expired on a Purge call?These expired Messages lead to advisories and DLQ'd Message that might not really need to be done.,5232
Inline Method,ActiveMQ should automatically restart if a Locker looses it's lock. Right now when a Locker looses its' lock the broker just stops. It should restart to retry acquiring the lock.,5233
Extract Method,Add EndpointCompleter functionality to ActiveMQ Camel component It will make it available for tools to autocomplete destinations names when creating routes.,5234
Rename Method,network connectors - new messageTTL and consumerTTL - split usage of networkTTL for mesh topology currently networkTTL in a networkConnector (default=1) means that a message can go one hop and demand (or info about a consumer) can go one hop.In a network (A<>B) messages and consumers can flow.In a linear network (A<>B<>C) networkTTL needs to be 2 for messages and consumers to flow two hops from A to C.In a mesh topology (A<>B<>C<A>) a networkTTL=1 for consumers makes sense because there is at most one hop. However for messages networkTTL > 1 is necessary if consumers need to hop around between brokers. Imagine a consumer on A which pulls messages to A from B then the consumer moves to C messages now need to hop again from A to C. This can repeat essentially messageTTL(networkTTL) needs to be infinite.With consumerTTL > 1 in a mesh managing demand for proxy (demand) consumers and proxy proxy consumers becomes very difficult.,5235
Extract Method,Provide a polling SlowConsumerPolicy that uses LastAck time on a sub The existing AbortSlowConsumer policy is event driven. It depends on a consumer slow event that is triggered when the prefetch is reached and there are subsequent dispatches.With prefetch=0|1 there still needs to be throughput to determine that the consumer is slow so one message can be pending if there are no new messages to sent to the destination.Providing an alternative implementation that will periodically poll consumers for their last ack time will be more deterministic. The slow advisory may never fire but the consumer will get aborted if it does not ack in a timely manner.if lastAckTime exceeds the max and there are dispatched messages it can be a candidate for removal.Optionally lastAckTime exceeding and no dispatched messages can be a way to remove idle consumers. Not sure if that is necessary.,5237
Extract Method,runtime configuration - allow selective application of changes to xml configuration without broker restart support on the fly configuration changes where appropriate.Via JMX it is possible to make changes but they don't persist.Via osgi we can restart the broker to pick up changes to xml configbut where it makes sense we should be able to apply changes on the fly.A first example would be the addition on a new network connector bythe addition of the relevant xml config (edit or copy over) that isin use by the broker.,5238
Extract Method,"runtime config - support addition of composite virtual destinations - forwardTo Add support for runtime additions of the form:{code}<destinationInterceptors><virtualDestinationInterceptor><virtualDestinations><compositeQueue name=""VirtualDestination.CompositeQueue""><forwardTo><queue physicalName=""VirtualDestination.QueueConsumer""/><topic physicalName=""VirtualDestination.TopicConsumer""/></forwardTo></compositeQueue></virtualDestinations></virtualDestinationInterceptor></destinationInterceptors>{code}currently composite dest runtime addition results in NPE:{code}Caused by: java.lang.NullPointerExceptionat org.apache.activemq.broker.region.virtual.CompositeDestinationFilter.send(CompositeDestinationFilter.java:53)at org.apache.activemq.broker.region.AbstractRegion.send(AbstractRegion.java:394)at org.apache.activemq.broker.region.RegionBroker.send(RegionBroker.java:442)at org.apache.activemq.broker.jmx.ManagedRegionBroker.send(ManagedRegionBroker.java:283)at org.apache.activemq.broker.BrokerFilter.send(BrokerFilter.java:147)at org.apache.activemq.broker.CompositeDestinationBroker.send(CompositeDestinationBroker.java:96)at org.apache.activemq.broker.TransactionBroker.send(TransactionBroker.java:307)at org.apache.activemq.broker.BrokerFilter.send(BrokerFilter.java:147)at org.apache.activemq.broker.BrokerFilter.send(BrokerFilter.java:147)at org.apache.activemq.broker.MutableBrokerFilter.send(MutableBrokerFilter.java:152)at org.apache.activemq.broker.TransportConnection.processMessage(TransportConnection.java:467)at org.apache.activemq.command.ActiveMQMessage.visit(ActiveMQMessage.java:751)at org.apache.activemq.broker.TransportConnection.service(TransportConnection.java:292)..{code}",5240
Rename Method,Added JMX metics for networks per destination ,5241
Extract Method,Add new mode to JMS Pool that allows for not caching producers The current JMS Pool creates a single anonymous producer instance for all requests to create a Producer. In some cases a user might want to have a separate producer instance created for each requestor. We will add a new option on the PooledConnectionFactory to have all PooledSessions create separate MessageProducers TopicPublishers and QueueSenders for each create call.,5242
Extract Method,"Improve performance of composite topic fanout and persistent asyncSend We have publishers publishing to a topic which has 5 topic -> queue routings and gets a max message rate attainable of ~833 messages/sec with each message around 5k in size.To test this i set up a JMS config with topic queues:TopicTopicRouted.1...TopicRouted.11Each topic has an increasing number of routings to queues and a client is set up to subscribe to all the queues.Rough message rates:routings messages/sec0 25001 14282 20003 14284 11115 833This occurs whether the broker config has producerFlowControl=""false"" set to true or false  and KahaDB disk synching is turned off. We also tried experimenting with concurrentStoreAndDispatch but that didn't seem to help. LevelDB didn't give any notable performance improvement either.We also have asyncSend enabled on the producer and have a requirement to use persistent messages. We have also experimented with sending messages in a transaction but that hasn't really helped.It seems like producer throughput rate across all queue destinations all connections and all publisher machines is limited by something on the broker through a mechanism which is not producer flow control. I think the prime suspect is still contention on the index.We did some test with Yourkit profiler.Profiler was attached to broker at startup allowed to run and then a topic publisher was started routing to 5 queues. Profiler statistics were reset the publisher allowed to run for 60 seconds and then profiling snapshot was taken. During that time ~9600 messages were logged as being sent for a rate of ~160/sec.This ties in roughly with the invocation counts recorded in the snapshot (i think) - ~43k calls. From what i can work out in the snapshot (filtering everything but org.apache.activemq.store.kahadb) For the 60 second sample period 24.8 seconds elapsed in org.apache.activemq.store.kahadb.KahaDbTransactionStore$1.removeAsyncMessage(ConnectionContext MessageAck).18.3 seconds elapsed in org.apache.activemq.store.kahadb.KahaDbTransactionStore$1.asyncAddQueueMessage(ConnectionContext Message boolean).From these a further large portion of the time is spent inside MessageDatabase:org.apache.activemq.store.kahadb.MessageDatabase.process(KahaRemoveMessageCommand Location) - 10 secs elapsedorg.apache.activemq.store.kahadb.MessageDatabase.process(KahaAddMessageCommand Location) - 8.5 secs elapsed.As both of these lock on indexLock.writeLock() and both take place on the NIO transport threads i think this accounts for at least some of the message throughput limits. As messages are added and removed from the index one by one regardless of sync type settings this adds a fair amount of overhead. While we're not synchronising on writes to disk we are performing work on the NIO worker thread which can block on locks and could account for the behaviour we've seen client side. To Reproduce:1. Install a broker and use the attached configuration.2. Use the 5.8.0 example ant script to consume from the queues TopicQueueRouted.1 - 5. eg:ant consumer -Durl=tcp://localhost:61616 -Dsubject=TopicQueueRouted.1 -Duser=admin -Dpassword=admin -Dmax=-13. Use the modified version of 5.8.0 example ant script (attached) to send messages to topics TopicRouted.1 - 5 eg:ant producer -Durl='tcp://localhost:61616?jms.useAsyncSend=true&wireFormat.tightEncodingEnabled=false&keepAlive=true&wireFormat.maxInactivityDuration=60000&socketBufferSize=32768' -Dsubject=TopicRouted.1 -Duser=admin -Dpassword=admin -Dmax=1 -Dtopic=true -DsleepTime=0 -Dmax=10000 -DmessageSize=5000This modified version of the script prints the number of messages per second and prints it to the console.",5243
Extract Method,Switch to using Proton's Event logic for detecting AMQP state changes We currently use a polling model to detect state changes in the proton engine when new data arrives. The recent update to Proton v0.7.0 allows us to switch to the new Event Collector model and remove the polling code. This change results in lower overhead when processing incoming AMQP frames and increases performance of the AMQP transport layer.,5245
Extract Method,Allow for changing logger levels via JMX Create a new MBean that is loaded if the Broker is running with Log4J as which would allow for changing the level of loggers via JMX to enable debug without needing access to the log4j.properties.,5246
Extract Method,"Queue; be able to pause/resume dispatch of message to all consumers It would be good to be able to pause/resume the dispatch of messages from a queue to the queues consumers.When the queue is ""paused"":- NO messages sent to the associate consumers- messages still to be enqueued on the queue- ability to be able to browse the queue- all the JMX counters for the queue to be available and correct.",5247
Extract Method,Add an in-memory JobSchedulerStore implementation For brokers that run with persistence disabled there currently no in-memory job scheduler store so an embedded broker without persistence can't have scheduled messages or do broker led redelivery without manually configuring in the normal JobSchedulerStore impl which requires a disk based store. We should add an in memory variant that is the default if persistence is disabled but scheduler support is enabled.,5248
Rename Method,MQTT clients using durable subscriptions on networked brokers received duplicates MQTT clients that create durable subscriptions and that operate in a network of Brokers can receive duplicate messages when they start failing back and forth between brokers in the network.We should investigate using Virtual Destinations under the covers instead of durable topics subscriptions as this is a known problem with the durable topic case. With Virtual Destinations the client would be subscribed to a Queue that would receive all messages sent to the target Topic.,5249
Extract Method,Destination should not have numerical suffix for single-dest perf tests The performance test module assumes that multiple destinations will be put under load and thereby assigns a numerical suffix to the destination name specified on the command line. Thus a producer/consumer configured to topic://foo will actually send/receive from topic://foo.0. This is annoying as when load testing a particular broker setup (such as with composite destinations) you need to be explicit about which destination is being targeted and it is not always possible to tweak the broker configuration.I propose that for single-destination tests no numerical suffix is added. Patch incoming.,5252
Extract Method,Update disk based limits periodically At the moment we set store and temp limits at broker startup based on the configuration and available space. It's possible that other artefacts such as logs can reduce available disk space so that our limits does not have effect. It'd be good to periodically check for the usable space left and adjust limits accordingly.,5253
Rename Method,Add means to dynamically allocate port number for integration testing using maven plugin Port numbers for connectors can be dynamically allocated using special port number 0 but there is currently no way for integration clients to determine the correct port number.Registering the connector URI's as maven project properties makes it easy to use the dynamically-allocated port numbers making integration tests safer to run on a shared server by eliminating the possibility of port conflicts.,5254
Extract Method,Add support for the BrokerView MBean to get the up-time in milliseconds Currently one can only get the broker's up-time as a formatted string via JMX. I need to be able to get the up-time in milliseconds as we're using DataDog as our monitoring tool (which doesn't understand the current up-time formatted string). The up-time formatted string will remain as-is.,5255
Extract Method,upgrade to karaf 2.4.1 matching camel seems more stable in the itests w.r.t to hangs at shutdown.,5256
Extract Method,Make some activemq jar executable and able to send/receive messages It would be nice to have basic verification/example tool builded directly in activemq-client.jar so that folks can do something like {code}java -jar lib/activemq-client-xxx.jar producerjava -jar lib/activemq-client-xxx.jar consumer{code},5257
Rename Method,Allow advisory messages to traverse a broker network Currently the filter applied to forwarding consumers is very restrictive. It will suppress all advisory messages. But only two types of advisory are used by the network bridge.Allowing the propagation of selective advisories like new connection advisories is handy for monitoring at the application level.,5258
Extract Method,When the JDBC database fails log all the next exceptions so we see the root cause of the database failure. ,5259
Rename Method,Time in queue statistics handy It would be very keen if the JMX console exposed queue statistics such as average length of time in queue for current messages longest/shortest time in queue for current messages average time in queue for serviced messages (as opposed to those waiting) longestlshortest time for same and a list of messages in the queue with when they were posted and how long they have been waiting.,5260
Extract Method,Add an option to virtual topic selector cache to enforce only a single selector at a given time At the moment the virtualTopicSelectorCache is pretty bare bones. we should allow configuration of the persist period the file location and some operational insight via JMX. We should also allow to configure the cache to a single number of selectors to enforce automatic clean-up for non-used selectors (and avoid large pileups of messages) and to ensure consistent usage across the queues that are used in the virtual topic.,5261
Rename Method,"Logging of ""Database ... is locked"" should be done on level DEBUG The SharedFileLocker tries to acquire a lock on the activemq lock file. Everytime it can not lock it outputs the logging message below at INFO level. On the slave it will try this forever till the master is down.So I propose we only log on DEBUG level so the messages do not fill up a log with a global default info log level.2015-04-07 12:35:36522 | INFO | Database .../activemq/data/lock is locked... waiting 10 seconds for the database to be unlocked. Reason: java.io.IOException: File '.../activemq/data/lock' could not be locked. | org.apache.activemq.store.SharedFileLocker | main",5262
Rename Method,Add the ability to get Message Size from a Message Store Currently the {{MessageStore}} interface supports getting a count for messages ready to deliver using the {{getMessageCount}} method. It would also be very useful to be able to retrieve the message sizes for those counts as well for keeping track of metrics.I've created a pull request to address this that adds a {{getMessageSize}} method that focuses specifically on KahaDB and the Memory store. The KahaDB store uses the same strategy as the existing {{getMessageCount}} method which is to iterate over the index and total up the size of the messages. There are unit tests to show the size calculation and a unit test that shows a store based on version 5 working with the new version (the index is rebuilt)One extra issue is that the size was not being serialized to the index (it was not included in the marshaller) so that required making a slight change and adding a new marshaller for {{Location}} to store the size in the location index of the store. Without this change the size computation would not work when the broker was restarted since the size was not serialized.Note that I wasn't sure the best way to handle the new marshaller and version compatibilities so I incremented the KahaDB version from 5 to 6. If an old version of the index is loaded the index should be detected as corrupted and be rebuilt with the new format. If there is a better way to handle this upgrade let me know and the patch can certainly be updated.,5263
Rename Method,AMQP: Add support for heartbeats and inactivity monitoring. After we update to Proton-J 0.9.1 we will be able to take advantage if the idle processing added in that release to send empty keep alive frames in order to keep idle connections active and detect dropped connections.,5264
Extract Method,ActiveMQSslConnectionFactory hardcodes the KeyStore type The issue is present in earlier versions but only 5.10.x and up are maintained right now. At the very minimum we should use KeyStore.getDefaultType() but even that is not sufficient as one may use a different keystore type (such as pkcs12 bks keychain on osx etc) and it should be configurable. The default should be getDefaultType as defined in java.security (which is by default jks so there shouldn't be any impact on current users).I am testing a patch should be able to commit it in a day or two.,5265
Rename Method,AMQP: Allow delivery transformer to fallback to lower level transformer when transformation fails If a client sends an AMQP that cannot be transformed using the configured transformer the broker shouldn't drop the message instead it should attempt to fall-back to a less aggressive transformer. An example would be a broker configured to use the JMS transformer and the incoming message contains a body consisting of a DescribedType. The JMS Transformer would fail as there is no direct way to map that into a JMS message type. We could in this case fallback to the Native transformer and still process the message. An OpenWire client for instance would just receive a BytesMessage while other AMQP clients would get the message in the form it was sent.This allows the message to round-trip for instance from AMQP -> OpenWire -> OpenWire -> AMQP (Broker network bridge) without losing its original payload or message properties.,5266
Rename Method,AMQP: Return a more complete Source when client looks up an existing durable subscription When a client is looking up an existing durable subscription to resubscribe we need to return a Source instance that contains as much of the original information used to create the durable sub. Things like noLocal flag and selector used should be returned to the client so that it can validate its request against the subscription that it is attempting to make and fail or otherwise respond if the old one does not match its expectations.,5267
Move Method,AMQP: Support transactions that span multiple session for a single TXN For some clients the ability to have a single TXN that spans multiple sessions is desired so that the TX Coordinator link can be opened in its own session and still allow for links in other sessions to send and receive inside the TX that the coordinator has declared. At the moment if a client does this it will appear to work in some cases but can leak some memory and any transacted sends from a session not associated with the coordinator link will not be rolled back a redelivered correctly.,5268
Extract Method,Support a single port for all wire protocols Both Apollo and Artemis support the ability to use a single port for all protocols and to have automatic detection for the protocol being used. It would be nice to be able to support at least a subset of this feature in the 5.x broker as well.Ideally we should at least be able to detect OpenWire MQTT STOMP and AMQP over a TCP SSL and NIO transport. Websockets and HTTP would be a bonus but could be more difficult to implement depending on how this could work with Jetty so that would take some investigation.This is especially useful in environments where having to open up several new ports can be difficult because of firewall and security restrictions.,5269
Rename Method,Improve performance of virtual topic fanout Virtual topics provide a nice alternative to durable subs. Each durable sub is modeled as a separate queue.There are performance implications however because a message has to be sent to each of the (fanout) queues. For a durable subs there is a single message in the journal and just index updates for each sub.To improve performance there are three ways to improve the comparison between virtual topics and durable subs.# avoid the disk sync associated with enqueue# do parallel enqueues to get the store batching writes# introduce message references in the journal to reduce the disk ioFor 1 introducing a transaction (either client side or automatically broker side) ensures there is a single disk sync on commit.For 2 using an executor to do sends in parallel allows the journal to batch as seen in AMQ-5077For 3 the implementation is a lot more involved; for recovery there needs to be a journal write per destination and reading the journal will require two reads because of the indirection. Tracking gc needs to be handled to ensure the referenced entry is maintained. In short this is a lot of work and will only be visible for large (> 8k) messages where the cost of a large v small journal write is noticeable. The messageId dataLocator provides an entry point for this work but considering that 1 & 2 combined can give a 3x improvement I don't think it is worth the effort (and added complexity) at the moment.,5271
Extract Method,Add remove(messageId) jmx operation to offline durable subscription Mirroring the queue remove jmx operaton have a jmx operation to remove a message from an offline durable subscription. Essentially force an ack for that subscription.Usage: browse to find the required messagId string then invoke remove(messageId),5272
Extract Method,Improve disk based limit configuration In AMQ-5393 a configuration option was added to update disk based limits periodically if the disk space shrank. It would be useful to improve this to allow disk based limits to also regrow in size to a maximum if disk space becomes free. Also it would be useful to be able to specify the limits as a percentage of the partition size instead of just an absolute value.,5273
