,v1_comment,Change Attribute Type,Change Parameter Type,Change Return Type,Change Variable Type,Move Class,Rename Attribute,Rename Class,Rename Method,Rename Parameter,Rename Variable
2063,"TODO(DMS): Improve this.
Hebrew
Arabic
Farsi/Persian
Uighur
Uighur, too
Syriac
Java's notion of Hebrew",0,0,0,0,0,0,0,1,0,0
2064,TODO(DMS): make this a read-only list,1,0,0,1,0,1,0,0,1,0
2065,"can this be optimized even further - i.e. why
decodeOrdinal, when add() go simply pass in and store an
ordinal",0,0,0,0,0,1,0,1,0,1
2066,"can this be optimized even further - i.e. why
decodeOrdinal, when add() go simply pass in and store an
ordinal",0,0,0,0,0,1,0,1,0,1
2067,"can this be optimized even further - i.e. why
decodeOrdinal, when add() go simply pass in and store an
ordinal",0,0,0,0,0,1,0,1,0,1
2068,TODO: change this to a neater exception,0,0,1,0,0,0,0,0,0,0
2069,TODO: change this to a neater exception,0,0,1,0,0,0,0,0,0,0
2070,TODO: fix test to track whether errors have occurred.,0,0,0,0,0,0,0,1,0,0
2071,TODO: fix test to track whether errors have occurred.,0,0,0,0,0,0,0,1,0,0
2072,TODO:CJB: Why is this here?,1,0,0,0,0,1,0,0,0,0
2073,"TODO(DMS): Optimize, don't convert to a string and back again",1,1,1,1,0,1,0,0,0,0
2074,"we swallow the exception, as we've already alerted that we failed
to load the missing resources.",1,1,1,1,0,1,0,0,0,0
2075,TODO(CJB): Consider handling !zerosUnmapped here. It is the only place it can happen.,1,1,1,1,0,1,0,0,0,0
2076,"TODO(CJB): If ? can't be on left, consider directly calling",1,1,1,1,0,1,0,0,0,0
2077,TODO(CJB): optimize getCardinality calls by using VerseRange and Verse as Key in QualifiedKey,1,1,1,1,0,1,0,0,0,0
2078,"TODO(CJB): maybe move this up to processEntry
we allow some global flags properties - for a want of a better syntax!",1,1,1,1,0,1,0,0,0,0
2079,TODO(CJB): Is + or - allowed only on the right hand side,1,1,1,1,0,1,0,0,0,0
2080,todo At some point default should be 1.2,0,0,0,1,0,1,0,0,1,0
2081,"# todo do we need method reindexAllInstalledBooks() ? :  If this succeeds, update Installed.Index.DefaultVersion prop on the client computer",0,0,0,1,0,1,0,0,1,0
2082,todo change this value on lucene upgrade,0,0,0,1,0,1,0,0,1,0
2083,TODO(CJB): should we throw a config exception?,0,0,0,1,0,1,0,0,1,0
2084,"# todo do we need method reindexAllInstalledBooks() ? :  If this succeeds, update Installed.Index.DefaultVersion prop on the client computer",0,0,0,1,0,1,0,0,0,0
2085,FIXME,1,1,1,1,1,1,1,1,1,1
2086,TODO this info should come from another page,1,1,1,1,1,1,1,1,1,1
2087,"2. set the expand & collapse buttons
TODO: implement this as a resizable container shape within the current editor instead of as a drilldown feature",0,0,0,0,0,0,1,0,0,1
2088,"2. set the expand & collapse buttons
TODO: implement this as a resizable container shape within the current editor instead of as a drilldown feature",0,0,0,0,0,0,1,0,0,1
2089,"2. set the expand & collapse buttons
TODO: implement this as a resizable container shape within the current editor instead of as a drilldown feature",0,0,0,0,0,0,1,0,0,1
2090,"2. set the expand & collapse buttons
TODO: implement this as a resizable container shape within the current editor instead of as a drilldown feature",0,0,0,0,0,0,1,0,0,1
2091,"2. set the expand & collapse buttons
TODO: implement this as a resizable container shape within the current editor instead of as a drilldown feature",0,0,0,0,0,0,1,0,0,1
2092,"2. set the expand & collapse buttons
TODO: implement this as a resizable container shape within the current editor instead of as a drilldown feature",0,0,0,0,0,0,1,0,0,1
2093,"2. set the expand & collapse buttons
TODO: implement this as a resizable container shape within the current editor instead of as a drilldown feature",0,0,0,0,0,0,1,0,0,1
2094,"2. set the expand & collapse buttons
TODO: implement this as a resizable container shape within the current editor instead of as a drilldown feature",0,0,0,0,0,0,1,0,0,1
2095,"2. set the expand & collapse buttons
TODO: implement this as a resizable container shape within the current editor instead of as a drilldown feature",0,0,0,0,0,0,1,0,0,1
2096,"2. set the expand & collapse buttons
TODO: implement this as a resizable container shape within the current editor instead of as a drilldown feature",0,0,0,0,0,0,1,0,0,1
2097,"2. set the expand & collapse buttons
TODO: implement this as a resizable container shape within the current editor instead of as a drilldown feature",0,0,0,0,0,0,1,0,0,1
2098,"TODO: check if we need to update the diagram manually or will the autoupdate do
it",0,0,0,0,0,0,0,0,0,1
2099,TODO: do we need this?,0,1,1,0,0,0,1,0,1,0
2100,TODO: do we need this?,0,1,1,0,0,0,1,0,1,0
2101,TODO: create an adapter for this stuff in the AdapterRegistry,0,1,0,0,1,0,0,0,0,0
2102,TODO: any other updates needed?,0,0,0,1,0,0,0,0,0,1
2103,TODO: any other updates needed?,0,0,0,1,0,0,0,0,0,1
2104,TODO wsdl url,1,0,0,0,0,1,0,0,0,0
2105,TODO: handle extension values in a generic way in AbstractBpmn2propertiesComposite,0,1,1,0,0,0,0,0,1,0
2106,FIXME,1,0,0,0,0,1,0,0,0,0
2107,TODO: add remaining BPMN2 elements,0,1,0,0,0,0,1,1,0,0
2108,TODO: add remaining BPMN2 elements,0,1,0,0,0,0,1,1,0,0
2109,"this bit doesn't allow for manual editing of a QName, so it's been removed
final ItemDefinition itemDefinition = context instanceof ItemDefinition ?
(ItemDefinition)context :",0,1,0,0,0,0,1,1,0,0
2110,TODO: how do we handle these?,1,1,1,1,0,0,1,1,0,1
2111,maybe it's an anyAttribute?,1,1,1,1,0,0,1,1,0,1
2112,TODO: clean this mess up! Too many variations of bindAttribute(),1,1,1,1,0,0,1,1,0,1
2113,yech! ugly hack to hide the Attributes TWISTIE section if it's empty,1,1,1,1,0,0,1,1,0,1
2114,FIXME use wsdlUrl,1,0,0,0,0,1,0,0,0,0
2115,what kind of object should we create? Property or DataStore?,0,0,0,0,1,0,0,1,0,1
2116,what kind of object should we create? Property or DataStore?,0,0,1,1,1,0,0,1,1,1
2117,"Graphiti understands multipage editors
Graphiti's DiagramEditorInternal
but apparently GEF doesn't
usually done in GEF's GraphicalEditor",0,0,0,0,0,0,0,0,0,1
2118,"same behavior as Graphiti
TODO: if Graphiti behavior changes so that it can handle file rename/move
then we need to change this as well.",0,0,0,0,0,0,0,1,0,1
2119,TODO: this needs to be a FormDialog,1,0,1,1,0,0,0,1,0,1
2120,TODO: this needs to be a FormDialog,1,0,1,1,0,0,0,1,0,1
2121,FIXME whats that supposed to do? it will move label of children to positions where they are not visible,0,1,1,1,0,1,0,1,0,1
2122,"TODO: Temporary hack
Actually we should remove all resources from the resourceSet,
but for some reasons bpmn files can't be removed now
Bugzilla 320545:",0,0,0,0,0,1,0,0,0,0
2123,"TODO: Temporary hack
Actually we should remove all resources from the resourceSet,
but for some reasons bpmn files can't be removed now
Bugzilla 320545:",0,0,0,0,0,1,0,0,0,0
2124,"TODO: Temporary hack
Actually we should remove all resources from the resourceSet,
but for some reasons bpmn files can't be removed now
Bugzilla 320545:",0,0,0,0,0,1,0,0,0,0
2125,"TODO: Temporary hack
Actually we should remove all resources from the resourceSet,
but for some reasons bpmn files can't be removed now
Bugzilla 320545:",0,0,0,0,0,1,0,0,0,0
2126,"TODO: Temporary hack
Actually we should remove all resources from the resourceSet,
but for some reasons bpmn files can't be removed now
Bugzilla 320545:",0,0,0,0,0,1,0,0,0,0
2127,"TODO: Temporary hack
Actually we should remove all resources from the resourceSet,
but for some reasons bpmn files can't be removed now
Bugzilla 320545:",0,0,0,0,0,1,0,0,0,0
2128,"TODO: Temporary hack
Actually we should remove all resources from the resourceSet,
but for some reasons bpmn files can't be removed now
Bugzilla 320545:",0,0,0,0,0,1,0,0,0,0
2129,"TODO: Temporary hack
Actually we should remove all resources from the resourceSet,
but for some reasons bpmn files can't be removed now
Bugzilla 320545:",0,0,0,0,0,1,0,0,0,0
2130,"TODO: Temporary hack
Actually we should remove all resources from the resourceSet,
but for some reasons bpmn files can't be removed now
Bugzilla 320545:",0,0,0,0,0,1,0,0,0,0
2131,"TODO: Temporary hack
Actually we should remove all resources from the resourceSet,
but for some reasons bpmn files can't be removed now
Bugzilla 320545:",0,0,0,0,0,1,0,0,0,0
2132,"TODO: Temporary hack
Actually we should remove all resources from the resourceSet,
but for some reasons bpmn files can't be removed now
Bugzilla 320545:",0,0,0,0,0,1,0,0,0,0
2133,"TODO: Temporary hack
Actually we should remove all resources from the resourceSet,
but for some reasons bpmn files can't be removed now
Bugzilla 320545:",0,0,0,0,0,1,0,0,0,0
2134,"TODO: Temporary hack
Actually we should remove all resources from the resourceSet,
but for some reasons bpmn files can't be removed now
Bugzilla 320545:",0,0,0,0,0,1,0,0,0,0
2135,"TODO: Temporary hack
Actually we should remove all resources from the resourceSet,
but for some reasons bpmn files can't be removed now
Bugzilla 320545:",0,0,0,0,0,1,0,0,0,0
2136,"also add an adapter to each affected EObject in the result locus
TODO: do we need this? it causes duplicate messages to be created for each marker
better to have the constraint handler create additional error messages as needed.",0,0,0,0,0,1,0,0,0,0
2137,"so far, so good !
VZ: so why not use linkURI? To be reviewed later!",0,0,0,0,0,1,0,0,0,0
2138,"so far, so good !
VZ: so why not use linkURI? To be reviewed later!",0,0,0,0,0,1,0,0,0,0
2139,"so far, so good !
VZ: so why not use linkURI? To be reviewed later!",0,0,0,0,0,1,0,0,0,0
2140,"so far, so good !
VZ: so why not use linkURI? To be reviewed later!",0,0,0,0,0,1,0,0,0,0
2141,"so far, so good !
VZ: so why not use linkURI? To be reviewed later!",0,0,0,0,0,1,0,0,0,0
2142,"so far, so good !
VZ: so why not use linkURI? To be reviewed later!",0,0,0,0,0,1,0,0,0,0
2143,"so far, so good !
VZ: so why not use linkURI? To be reviewed later!",0,0,0,0,0,1,0,0,0,0
2144,"so far, so good !
VZ: so why not use linkURI? To be reviewed later!",0,0,0,0,0,1,0,0,0,0
2145,"so far, so good !
VZ: so why not use linkURI? To be reviewed later!",0,0,0,0,0,1,0,0,0,0
2146,"so far, so good !
VZ: so why not use linkURI? To be reviewed later!",0,0,0,0,0,1,0,0,0,0
2147,"so far, so good !
VZ: so why not use linkURI? To be reviewed later!",0,0,0,0,0,1,0,0,0,0
2148,"so far, so good !
VZ: so why not use linkURI? To be reviewed later!",0,0,0,0,0,1,0,0,0,0
2149,"so far, so good !
VZ: so why not use linkURI? To be reviewed later!",0,0,0,0,0,1,0,0,0,0
2150,"so far, so good !
VZ: so why not use linkURI? To be reviewed later!",0,0,0,0,0,1,0,0,0,0
2151,"so far, so good !
VZ: so why not use linkURI? To be reviewed later!",0,0,0,0,0,1,0,0,0,0
2152,"so far, so good !
VZ: so why not use linkURI? To be reviewed later!",0,0,0,0,0,1,0,0,0,0
2153,"so far, so good !
VZ: so why not use linkURI? To be reviewed later!",0,0,0,0,0,1,0,0,0,0
2154,"so far, so good !
VZ: so why not use linkURI? To be reviewed later!",0,0,0,0,0,1,0,0,0,0
2155,"so far, so good !
VZ: so why not use linkURI? To be reviewed later!",0,0,0,0,0,1,0,0,0,0
2156,"so far, so good !
VZ: so why not use linkURI? To be reviewed later!",0,0,0,0,0,1,0,0,0,0
2157,"so far, so good !
VZ: so why not use linkURI? To be reviewed later!",0,0,0,0,0,1,0,0,0,0
2158,"so far, so good !
VZ: so why not use linkURI? To be reviewed later!",0,0,0,0,0,1,0,0,0,0
2159,"so far, so good !
VZ: so why not use linkURI? To be reviewed later!",0,0,0,0,0,1,0,0,0,0
2160,"so far, so good !
VZ: so why not use linkURI? To be reviewed later!",0,0,0,0,0,1,0,0,0,0
2161,"TODO Temporary returns null, then should be updated",0,0,0,0,0,1,0,0,0,0
2162,"TODO Temporary returns null, then should be updated",0,0,0,0,0,1,0,0,0,0
2163,"TODO Temporary returns null, then should be updated",0,0,0,0,0,1,0,0,0,0
2164,"TODO Temporary returns null, then should be updated",0,0,0,0,0,1,0,0,0,0
2165,TODO: need to determine whether IDs need to be unique within a Resource or ResourceSet - see getKey(),0,0,0,0,0,1,0,0,0,0
2166,what else could it be ?,0,0,0,0,0,1,0,0,0,0
2167,what else could it be ?,0,0,0,0,0,1,0,0,0,0
2168,what else could it be ?,0,0,0,0,0,1,0,0,0,0
2169,what else could it be ?,0,0,0,0,0,1,0,0,0,0
2170,"TODO: why is this here? we have already expanded LabelFeatureContainer to handle all of the
BPMN elements that have label figures and this test is done there - I believe this was an
interim hack before LabelFeatureContainer was added...",1,1,1,1,0,1,0,1,0,1
2171,maybe it's the Diagram (editor canvas)?,0,1,0,1,0,0,0,1,1,1
2172,maybe it's the Diagram (editor canvas)?,0,1,0,1,0,0,0,1,1,1
2173,TODO: fix this,0,0,1,1,0,0,0,1,0,1
2174,"TODO: handle showExclusiveGatewayMarker property change event in BPMN2Editor
and override the default gateway UpdateFeature to show/hide the \X\"" marker.""",0,0,0,0,0,0,0,0,0,1
2175,"TODO: handle showExclusiveGatewayMarker property change event in BPMN2Editor
and override the default gateway UpdateFeature to show/hide the \X\"" marker.""",0,0,0,0,0,0,0,0,0,1
2176,this is silly! why are there no setters for sourceAnchor and targetAnchor in AddConnectionContext???,0,0,0,0,0,0,0,0,0,1
2177,this is silly! why are there no setters for sourceAnchor and targetAnchor in AddConnectionContext???,0,0,0,0,0,0,0,0,0,1
2178,"/////////////////////////////////////////////////////////////////////////////
TODO: we may want to use JavaUI.createTypeDialog(...) instead of cluttering
up this dialog with java types here...
/////////////////////////////////////////////////////////////////////////////
Button id for import Java types",0,0,0,0,1,1,0,0,0,0
2179,TODO: ?,0,0,0,0,1,1,0,0,0,0
2180,TODO:,0,0,0,0,1,1,0,0,0,0
2181,TODO: Do this based on language ?,0,0,0,0,1,1,0,0,0,0
2182,TODO: Do this based on language ?,0,0,0,0,1,1,0,0,0,0
2183,"so far, so good !
VZ: so why not use linkURI? To be reviewed later!",0,0,0,0,1,1,0,0,0,0
2184,TODO: do we need to support namespace templates in modelEnablement?,0,0,0,0,1,1,0,0,0,0
2185,TODO: this has been disabled until we can figure out a better algorithm,0,1,1,1,1,0,0,1,1,1
2186,TODO: this has been disabled until we can figure out a better algorithm,0,1,1,1,1,0,0,1,1,1
2187,TODO: what's going on here? is this dead code?,0,1,1,1,1,0,0,1,1,1
2188,"FIXME: do we want to force a default routing here?
i.e. if a user has moved a connection and it does not violate
a routing constraint (e.g. the Manhattan router requires all
lines be orthogonal) should we leave well enough alone?
adding the following code will force re-routing.",0,0,0,0,1,0,0,1,0,1
2189,FIXME: here we should create a new diagram and an editor page,1,1,1,1,0,1,0,1,1,0
2190,"hack to deal with List features: use the first element in the list to
determine which item to select as active in the combobox",0,0,1,0,0,0,0,1,0,1
2191,"hack to deal with List features: use the first element in the list to
determine which item to select as active in the combobox",0,0,1,0,0,0,0,1,0,1
2192,"TODO: figure out why feature.eClass().getEPackage().getEFactoryInstance() doesn't
return the correct factory!",0,0,1,0,0,0,0,1,0,1
2193,"FIXME: Arghhh!!! no idea what's going on here!!!
when RETURN key is pressed inside a cell editor, the cell text turns
blue and selecting any other cells in the same column just makes that
cell turn blue - it does not re-activate the cell editor.
All other keys behave normally (like TAB).",0,0,0,1,0,0,0,0,0,0
2194,Maybe this is a Process that is referenced by a Pool,0,0,0,0,0,0,0,0,0,1
2195,Maybe this is a Process that is referenced by a Pool,0,0,0,0,0,0,0,0,0,1
2196,// Maybe this is a Process that is referenced by a Pool,0,0,0,1,0,0,0,0,1,1
2197,TODO: other criteria here?,0,0,0,1,0,0,0,0,0,1
2198,"this should be a vertical segment - navigate around the shape
go up or down from here?",0,1,1,1,0,1,0,1,0,1
2199,"this should be a horizontal segment - navigate around the shape
go left or right from here?",0,1,1,1,0,1,0,1,0,1
2200,create the bendpoints that loop the connection around the top-right corner of the figure,0,1,1,1,0,1,0,1,0,1
2201,insert a couple of bendpoints to navigate around the shape,0,1,1,1,0,1,0,1,0,1
2202,TODO: allow user to pick one?,0,0,0,0,0,0,0,0,0,1
2203,TODO: do we want to keep the connection bendpoints?,0,0,0,1,0,0,0,0,0,1
2204,"hack to handle QNames and arbitrary strings in ItemDefinition structureRefs,
Interface implementationRefs and Operation implementationRefs",0,0,0,1,0,0,0,0,0,0
2205,"hack to handle QNames and arbitrary strings in ItemDefinition structureRefs,
Interface implementationRefs and Operation implementationRefs",0,0,0,1,0,0,0,0,0,0
2206,"hack to handle QNames and arbitrary strings in ItemDefinition structureRefs,
Interface implementationRefs and Operation implementationRefs",0,0,0,1,0,0,0,0,0,0
2207,this is silly! why are there no setters for sourceAnchor and targetAnchor in AddConnectionContext???,0,0,0,1,0,0,0,0,0,1
2208,"Activities and other child figures only change location, not size
so simply swap x and y as a first cut.
TODO: replace this with auto layout algorithm, TBD later",0,0,0,1,0,0,0,0,0,1
2209,"TODO: also swap x and y of connection bendpoints: connection bendpoint
coordinates are relative to the diagram not the control figure
(i.e. the Lane in this case)",0,0,0,1,0,0,0,0,0,1
2210,maybe the given class is a subclass of one that we know about?,1,1,1,1,1,1,1,1,1,1
2211,give up,1,1,1,1,1,1,1,1,1,1
2212,TODO: what's going on here? is this dead code?,0,0,1,1,0,0,1,0,0,1
2213,TODO,0,0,1,1,0,0,1,0,0,1
2214,"common property keys
$NON-NLS-1$
$NON-NLS-1$
$NON-NLS-1$
Any adapter that uses this must override setValue() which understands
how to convert a String to the required type.
This is used in ComboObjectEditor (maybe others in the future)
$NON-NLS-1$
$NON-NLS-1$
$NON-NLS-1$
$NON-NLS-1$
$NON-NLS-1$
Line number in XML document where this object is defined
$NON-NLS-1$",0,0,0,1,0,0,0,0,0,1
2215,"common property keys
$NON-NLS-1$
$NON-NLS-1$
$NON-NLS-1$
Any adapter that uses this must override setValue() which understands
how to convert a String to the required type.
This is used in ComboObjectEditor (maybe others in the future)
$NON-NLS-1$
$NON-NLS-1$
$NON-NLS-1$
$NON-NLS-1$
$NON-NLS-1$
Line number in XML document where this object is defined
$NON-NLS-1$",0,0,0,1,0,0,0,0,0,1
2216,"common property keys
$NON-NLS-1$
$NON-NLS-1$
$NON-NLS-1$
Any adapter that uses this must override setValue() which understands
how to convert a String to the required type.
This is used in ComboObjectEditor (maybe others in the future)
$NON-NLS-1$
$NON-NLS-1$
$NON-NLS-1$
$NON-NLS-1$
$NON-NLS-1$
Line number in XML document where this object is defined
$NON-NLS-1$",0,0,0,1,0,0,0,0,0,1
2217,what kind of object should we create? Property or DataStore?,1,1,1,1,0,1,1,1,1,1
2218,this Property isn't owned by anything yet - figure out who the owner is,1,1,1,1,0,1,1,1,1,1
2219,this DataStore isn't owned by anything yet - figure out who the owner is,1,1,1,1,0,1,1,1,1,1
2220,if (container instanceof Task),1,1,1,1,0,1,1,1,1,1
2221,TODO: is there a default mime-type? //$NON-NLS-1$,1,1,1,1,0,1,1,1,1,1
2222,TODO: can we use any of the referenced objects to find a Resource?,1,1,1,1,0,1,1,1,1,1
2223,FIXME //$NON-NLS-1$,1,1,1,1,0,1,1,1,1,1
2224,maybe it's an anyAttribute?,1,1,1,1,0,1,1,1,1,1
2225,maybe it's an anyAttribute?,1,1,1,1,0,1,1,1,1,1
2226,"FIXME: The ExtensionAttributeValues container is used to attach EXTENSION ELEMENTS (not attributes)
to a BaseElement object (i.e. EXTENSION ELEMENTS are contained by an ExtensionAttributeValue
object owned by the BaseElement, not the BaseElement itself). We need to resolve this ownership
issue in a central place.",1,1,1,1,1,1,0,0,1,1
2227,"FIXME: this can't be static because the EPackage for the new feature may not be
created and initialize properly by ExtendedMetadata.demandFeature().
Access to anyAttribute MUST go through the ModelExtensionDescriptor's
modelDecorator so that we can properly find, and optionally create and initialize
the EPackage that contains the extensions",1,1,1,1,1,1,0,0,1,1
2228,"FIXME: this can't be static because the EPackage for the new feature may not be
created and initialized properly by ExtendedMetadata.demandFeature().
Access to anyAttribute MUST go through the ModelExtensionDescriptor's
modelDecorator so that we can properly find, and optionally create and initialize
the EPackage that contains the extensions",1,1,1,1,1,1,0,0,1,1
2229,"FIXME: see discussion about resolving ownership of EXTENSION ELEMENTS, above",1,1,1,1,1,1,0,0,1,1
2230,"FIXME: access to ExtensionAttributeValues MUST go through the ModelExtensionDescriptor's
modelDecorator so that we can properly find, and optionally create and initialize
the EPackage that contains the extensions",1,1,1,1,1,1,0,0,1,1
2231,"FIXME: The ExtensionAttributeValues container is used to attach EXTENSION ELEMENTS (not attributes)
to a BaseElement object (i.e. EXTENSION ELEMENTS are contained by an ExtensionAttributeValue
object owned by the BaseElement, not the BaseElement itself). We need to resolve this ownership
issue in a central place.",0,1,1,1,1,0,0,1,1,1
2232,"FIXME: see discussion about resolving ownership of EXTENSION ELEMENTS, above",0,1,1,1,1,0,0,1,1,1
2233,"FIXME: see discussion about resolving ownership of EXTENSION ELEMENTS, above",0,1,1,1,1,0,0,1,1,1
2234,"FIXME: see discussion about resolving ownership of EXTENSION ELEMENTS, above",0,1,1,1,1,0,0,1,1,1
2235,"FIXME: see discussion about resolving ownership of EXTENSION ELEMENTS, above",0,1,1,1,1,0,0,1,1,1
2236,"FIXME: see discussion about resolving ownership of EXTENSION ELEMENTS, above",0,1,1,1,1,0,0,1,1,1
2237,"FIXME: see discussion about resolving ownership of EXTENSION ELEMENTS, above",0,1,1,1,1,0,0,1,1,1
2238,"FIXME: see discussion about resolving ownership of EXTENSION ELEMENTS, above",0,1,1,1,1,0,0,1,1,1
2239,TODO: move this to the adapter registry,1,0,1,1,1,0,1,1,0,0
2240,TODO: COPY-PASTE enable this once copy-paste functionality is working,1,0,1,1,1,0,1,1,0,0
2241,TODO: COPY-PASTE enable this once copy-paste functionality is working,1,0,1,1,1,0,1,1,0,0
2242,ugly hack to disable selection while source viewer is active,1,0,1,1,1,0,1,1,0,0
2243,"yeah, Collaboration and Choreography are both instanceof Collaboration...",1,0,1,1,1,0,1,1,0,0
2244,TODO: Move all of this model handler crap into BPMN2PersistencyBehavior where it belongs,1,0,1,1,1,0,1,1,0,0
2245,maybe it's a DI object type?,1,0,1,1,1,0,1,1,0,0
2246,"common property keys
$NON-NLS-1$
$NON-NLS-1$
Any adapter that uses this must override setValue() which understands
how to convert a String to the required type.
This is used in ComboObjectEditor (maybe others in the future)
$NON-NLS-1$
$NON-NLS-1$",1,0,1,1,1,0,1,1,0,0
2247,"common property keys
$NON-NLS-1$
$NON-NLS-1$
Any adapter that uses this must override setValue() which understands
how to convert a String to the required type.
This is used in ComboObjectEditor (maybe others in the future)
$NON-NLS-1$
$NON-NLS-1$",1,0,1,1,1,0,1,1,0,0
2248,"TODO: what does this mean???
Workspace is not initialized so we must be running tests!",1,0,1,1,1,0,1,1,0,0
2249,TODO: move this to DIUtils,1,1,1,1,0,0,1,0,1,1
2250,TODO: move this to the adapter registry,1,1,1,1,0,0,1,0,1,1
2251,TODO: COPY-PASTE enable this once copy-paste functionality is working,1,1,1,1,0,0,1,0,1,1
2252,TODO: COPY-PASTE enable this once copy-paste functionality is working,1,1,1,1,0,0,1,0,1,1
2253,"TODO: does the API need the ability to override this? If not, get rid of it.",1,1,1,1,0,0,1,0,1,1
2254,// maybe it's the Diagram (editor canvas)?,1,1,1,1,0,0,1,0,1,1
2255,TODO here it should get an updated picture from the element controller,1,1,1,1,0,0,1,0,1,1
2256,TODO: automatically create an interface too?,0,0,0,1,0,0,0,0,0,1
2257,TODO: automatically create an interface too?,0,0,0,1,0,0,0,0,0,1
2258,TODO: do we need these?,0,0,0,1,0,0,0,0,0,1
2259,while (process!=null && !(process instanceof org.eclipse.bpmn2.Process)),0,0,0,1,0,0,0,0,0,1
2260,TODO: figure out why this causes the undo stack to be flushed if Text old value == new value,0,0,0,0,0,0,0,0,0,1
2261,"TODO: This needs to be replaced with addDILabel() and createDILabel()
functionality similar to the methods above.",1,1,1,1,0,1,1,1,0,1
2262,"TODO: Determine all cases to make a line break! The following implementation are the easy once.
$NON-NLS-1$",1,1,1,1,0,1,1,1,0,1
2263,TODO: Think about line break in the ui...,1,1,1,1,0,1,1,1,0,1
2264,TODO: Think about a maximum-width...,1,1,1,1,0,1,1,1,0,1
2265,"Unfortunately this needs to be aware of ItemAwareElements, which have a
Data State (the Data State needs to appear below the element's label in [])
The UpdateLabelFeature is checked in BPMN2FeatureProvider AFTER the Update
Feature for Data Objects is executed - this wipes out the Label provided by
ItemAwareElementUpdateFeature.",1,1,1,1,0,1,1,1,0,1
2266,"TODO: this is for Bug 417392 (Grid size & color)
but we can't finish this until Graphiti exposes some methods to allow clients to
override the default grid appearance, specifically the major/minor line colors.",1,1,1,1,0,1,1,1,0,1
2267,"Unfortunately this needs to be aware of ItemAwareElements, which have a
Data State (the Data State needs to appear below the element's label in [])
The UpdateLabelFeature is checked in BPMN2FeatureProvider AFTER the Update
Feature for Data Objects is executed - this wipes out the Label provided by
ItemAwareElementUpdateFeature.",1,1,1,1,0,1,1,1,1,1
2268,TODO: Think about a maximum-width...,1,1,1,1,0,1,1,1,1,1
2269,TODO: Think about line break in the ui...,1,1,1,1,0,1,1,1,1,1
2270,TODO move all size properties to separate interface,1,0,1,1,1,1,1,1,0,1
2271,TODO: use this as Line Width for Connections and as Figure Width for Shapes,1,0,1,1,1,1,1,1,0,1
2272,"$NON-NLS-1$
$NON-NLS-1$
$NON-NLS-1$
$NON-NLS-1$
$NON-NLS-1$
TODO: parse these
$NON-NLS-1$
$NON-NLS-1$",1,0,1,1,1,1,1,1,0,1
2273,TODO: add a Line Width attribute to ShapeStyle,0,1,0,1,0,1,0,0,0,1
2274,"TODO: do we need these?
if (eClass==null)",0,0,0,1,0,0,0,0,0,1
2275,"Check any model extensions - these are always enabled by default
This is an expensive operation, so we'll cache these values.

FIXME: if there ever comes a time when we'll want to reload model extensions
while the editor is still active, we'll need to clear out this cache.",0,0,0,1,0,0,0,0,0,1
2276,"FIXME: should we also check the Default Target Runtime extensions?
if (targetRuntime!=TargetRuntime.getDefaultRuntime())",0,0,0,1,0,0,0,0,0,1
2277,FIXME: this is called in ToolProfilesPreferencesHelper. Check if there's a way to decouple.,0,0,0,1,0,0,0,0,0,1
2278,TODO: figure out what to do with BPMN2 imports...,0,0,0,0,0,0,0,1,1,0
2279,TODO: can we wrap an IType in an EObject?,0,0,0,0,0,0,0,1,1,0
2280,TODO: what objects need to be created? Interface maybe?,0,0,0,0,0,0,0,1,1,0
2281,is there a better anchor point for the start or end of this connection?,1,1,0,1,1,0,0,1,1,1
2282,find a better target anchor if possible,1,1,0,1,1,0,0,1,1,1
2283,create the bendpoints that loop the connection around the top-right corner of the figure,1,1,0,1,1,0,0,1,1,1
2284,create the bendpoints that loop the connection around the top-right corner of the figure,1,1,0,1,1,0,0,1,1,1
2285,create the bendpoints that loop the connection around the top-right corner of the figure,1,1,0,1,1,0,0,1,1,1
2286,"TODO: if there are multiple connection points, figure out which one to use",1,1,0,1,1,0,0,1,1,1
2287,is this really the best choice?,1,1,0,1,1,0,0,1,1,1
2288,if (elements.size()==0 || !(elements.get(0) instanceof AnchorContainer)),1,1,0,1,1,0,0,1,1,1
2289,TODO: consider using a Preference to determine if we should use AdHoc anchors vs BoundaryAnchors,1,1,0,1,1,0,0,1,1,1
2290,if (elem instanceof Connection),1,1,1,1,0,0,1,1,1,1
2291,this is silly! why are there no setters for sourceAnchor and targetAnchor in AddConnectionContext???,1,1,1,1,0,0,1,1,1,1
2292,TODO: fix this so it works with Manhattan router,1,1,1,1,0,0,1,1,1,1
2293,TODO: REPORT ERROR??,1,1,1,1,0,0,1,1,1,1
2294,TODO: REPORT ERROR??,1,1,1,1,0,0,1,1,1,1
2295,TODO: figure out why connection crossing detection isn't working!,1,1,1,1,0,0,1,1,1,1
2296,"also add an adapter to each affected EObject in the result locus
TODO: do we need this? it causes duplicate messages to be created for each marker
better to have the constraint handler create additional error messages as needed.",1,0,0,0,0,0,0,0,0,0
2297,"also add an adapter to each affected EObject in the result locus
TODO: do we need this? it causes duplicate messages to be created for each marker
better to have the constraint handler create additional error messages as needed.",1,0,0,0,0,0,0,0,0,0
